from,to,cost
VDS0059,VDS0077,7035.38894
VDS0059,VDS0078,4787.005726
VDS0059,VDS0079,5141.584149
VDS0059,VDS0080,5165.419946
VDS0059,VDS0081,5578.21359
VDS0059,VDS0082,5531.106455
VDS0059,VDS0083,6424.943639
VDS0059,VDS0084,4184.175298
VDS0059,VDS0085,4153.226212
VDS0059,VDS0086,3688.332877
VDS0059,VDS0087,873.2337704
VDS0059,VDS0088,1720.923393
VDS0059,VDS0089,5114.513127
VDS0059,VDS0090,7595.774167
VDS0059,VDS0091,7679.885887
VDS0059,VDS0092,4847.501211
VDS0059,VDS0093,3648.463509
VDS0059,VDS0094,3575.799118
VDS0059,VDS0095,4746.448345
VDS0059,VDS0096,4703.75681
VDS0059,VDS0097,3958.675288
VDS0059,VDS0098,3958.711975
VDS0059,VDS0099,3939.805897
VDS0059,VDS0100,3971.567435
VDS0059,VDS0101,2646.850683
VDS0059,VDS0102,2621.906329
VDS0059,VDS0103,1514.907717
VDS0059,VDS0104,1549.693299
VDS0059,VDS0105,2181.119276
VDS0059,VDS0107,2259.499881
VDS0059,VDS0108,2247.61013
VDS0059,VDS0109,2840.385962
VDS0059,VDS0110,2879.068969
VDS0059,VDS0112,3526.934807
VDS0059,VDS0113,3531.795054
VDS0059,VDS0116,6321.403178
VDS0059,VDS0117,6279.827918
VDS0059,VDS0118,11819.18461
VDS0060,VDS0005,6781.04034
VDS0060,VDS0006,6709.210957
VDS0060,VDS0007,5395.82718
VDS0060,VDS0008,5518.42054
VDS0060,VDS0009,8612.574566
VDS0060,VDS0010,8703.444892
VDS0060,VDS0011,4116.57459
VDS0060,VDS0012,4221.498403
VDS0060,VDS0013,6258.537045
VDS0060,VDS0014,6254.76819
VDS0060,VDS0015,2248.195219
VDS0060,VDS0016,2069.314516
VDS0060,VDS0017,1037.178524
VDS0060,VDS0018,1526.137184
VDS0060,VDS0019,1618.741951
VDS0060,VDS0020,2897.717687
VDS0060,VDS0021,2642.498893
VDS0060,VDS0022,899.5314226
VDS0060,VDS0023,875.5638096
VDS0060,VDS0024,485.2389083
VDS0060,VDS0025,462.575849
VDS0060,VDS0026,2419.204979
VDS0060,VDS0027,2074.350944
VDS0060,VDS0028,5743.488622
VDS0060,VDS0029,4595.521372
VDS0060,VDS0030,3539.312425
VDS0060,VDS0031,3599.530195
VDS0060,VDS0032,5328.777328
VDS0060,VDS0033,5439.088491
VDS0060,VDS0034,3693.499681
VDS0060,VDS0035,3721.770257
VDS0060,VDS0036,5423.877666
VDS0060,VDS0037,5482.20057
VDS0060,VDS0038,7133.838208
VDS0060,VDS0039,7189.685385
VDS0060,VDS0040,7823.503881
VDS0060,VDS0041,2695.842601
VDS0060,VDS0042,2755.172204
VDS0060,VDS0043,3404.350743
VDS0060,VDS0044,3447.391987
VDS0060,VDS0045,5921.074988
VDS0060,VDS0046,5749.625773
VDS0060,VDS0047,4975.767117
VDS0060,VDS0048,4857.622203
VDS0060,VDS0049,5570.653291
VDS0060,VDS0050,5608.930268
VDS0060,VDS0051,8386.42451
VDS0060,VDS0052,8451.121193
VDS0060,VDS0053,8927.985753
VDS0060,VDS0054,8923.167943
VDS0060,VDS0059,128.1815005
VDS0060,VDS0060,0.0
VDS0060,VDS0063,5580.739038
VDS0060,VDS0064,5521.351961
VDS0060,VDS0065,6214.532137
VDS0060,VDS0066,6262.802279
VDS0060,VDS0067,7455.983224
VDS0060,VDS0068,6650.699907
VDS0060,VDS0069,6695.988557
VDS0060,VDS0070,7432.434806
VDS0060,VDS0071,6513.579941
VDS0060,VDS0072,6527.548515
VDS0060,VDS0073,8837.693385
VDS0060,VDS0074,8597.302971
VDS0060,VDS0075,7511.982294
VDS0060,VDS0076,7547.440298
VDS0060,VDS0077,7030.824888
VDS0060,VDS0078,4762.659351
VDS0060,VDS0079,5154.609616
VDS0060,VDS0080,5179.694386
VDS0060,VDS0081,5600.032656
VDS0060,VDS0082,5552.674692
VDS0060,VDS0083,6478.921568
VDS0060,VDS0084,4222.139479
VDS0060,VDS0085,4189.280965
VDS0060,VDS0086,3718.580342
VDS0060,VDS0087,909.8095596
VDS0060,VDS0088,1592.773763
VDS0060,VDS0089,4994.186268
VDS0060,VDS0090,7467.59638
VDS0060,VDS0091,7551.714292
VDS0060,VDS0092,4725.390953
VDS0060,VDS0093,3556.55704
VDS0060,VDS0094,3483.944343
VDS0060,VDS0095,4740.741397
VDS0060,VDS0096,4697.310401
VDS0060,VDS0097,3948.793859
VDS0060,VDS0098,3946.085284
VDS0060,VDS0099,3961.777094
VDS0060,VDS0100,3991.001384
VDS0060,VDS0101,2734.088263
VDS0060,VDS0102,2710.895686
VDS0060,VDS0103,1616.108667
VDS0060,VDS0104,1652.814111
VDS0060,VDS0105,2289.982651
VDS0060,VDS0107,2387.660367
VDS0060,VDS0108,2375.732758
VDS0060,VDS0109,2968.246414
VDS0060,VDS0110,3006.998261
VDS0060,VDS0112,3653.211838
VDS0060,VDS0113,3657.88049
VDS0060,VDS0116,6374.592086
VDS0060,VDS0117,6332.665458
VDS0060,VDS0118,11763.68012
VDS0063,VDS0005,10371.55985
VDS0063,VDS0006,10288.31932
VDS0063,VDS0007,6163.561259
VDS0063,VDS0008,6045.667047
VDS0063,VDS0009,4718.077859
VDS0063,VDS0010,4805.820716
VDS0063,VDS0011,3950.914871
VDS0063,VDS0012,3954.556456
VDS0063,VDS0013,2387.006426
VDS0063,VDS0014,2500.862465
VDS0063,VDS0015,3726.199574
VDS0063,VDS0016,3701.882418
VDS0063,VDS0017,5557.053029
VDS0063,VDS0018,4345.730732
VDS0063,VDS0019,4149.223783
VDS0063,VDS0020,2700.225617
VDS0063,VDS0021,2952.54003
VDS0063,VDS0022,6056.572796
VDS0063,VDS0023,6080.487403
VDS0063,VDS0024,5334.688268
VDS0063,VDS0025,5208.584914
VDS0063,VDS0026,3259.112627
VDS0063,VDS0027,3544.278953
VDS0063,VDS0028,1456.847866
VDS0063,VDS0029,1637.292565
VDS0063,VDS0030,2624.09274
VDS0063,VDS0031,2519.714968
VDS0063,VDS0032,3026.872301
VDS0063,VDS0033,3062.425531
VDS0063,VDS0034,4586.377355
VDS0063,VDS0035,4521.036309
VDS0063,VDS0036,3504.81882
VDS0063,VDS0037,3551.431775
VDS0063,VDS0038,4230.318495
VDS0063,VDS0039,4269.662522
VDS0063,VDS0040,4653.841708
VDS0063,VDS0041,6373.493487
VDS0063,VDS0042,6367.896069
VDS0063,VDS0043,6135.321444
VDS0063,VDS0044,6124.873067
VDS0063,VDS0045,11284.31054
VDS0063,VDS0046,11134.73079
VDS0063,VDS0047,7813.3993
VDS0063,VDS0048,7586.962078
VDS0063,VDS0049,7034.385259
VDS0063,VDS0050,7061.190101
VDS0063,VDS0051,6671.37251
VDS0063,VDS0052,6804.467356
VDS0063,VDS0053,7321.706717
VDS0063,VDS0054,7311.346927
VDS0063,VDS0059,5680.550304
VDS0063,VDS0060,5580.739038
VDS0063,VDS0063,0.0
VDS0063,VDS0064,68.61467233
VDS0063,VDS0065,1064.718923
VDS0063,VDS0066,1096.917234
VDS0063,VDS0067,2395.55008
VDS0063,VDS0068,2853.80741
VDS0063,VDS0069,2935.38427
VDS0063,VDS0070,3651.166614
VDS0063,VDS0071,4180.657041
VDS0063,VDS0072,4153.500942
VDS0063,VDS0073,6427.70588
VDS0063,VDS0074,6272.869401
VDS0063,VDS0075,5788.882788
VDS0063,VDS0076,5831.084464
VDS0063,VDS0077,5413.883116
VDS0063,VDS0078,3664.256579
VDS0063,VDS0079,5158.220771
VDS0063,VDS0080,5214.368779
VDS0063,VDS0081,5689.440875
VDS0063,VDS0082,5656.332624
VDS0063,VDS0083,7470.440573
VDS0063,VDS0084,5649.846842
VDS0063,VDS0085,5577.524358
VDS0063,VDS0086,5258.750607
VDS0063,VDS0087,5357.515119
VDS0063,VDS0088,4434.165638
VDS0063,VDS0089,1826.526083
VDS0063,VDS0090,4774.053089
VDS0063,VDS0091,4857.496406
VDS0063,VDS0092,4991.192943
VDS0063,VDS0093,6306.191818
VDS0063,VDS0094,6274.686155
VDS0063,VDS0095,9264.259746
VDS0063,VDS0096,9213.349439
VDS0063,VDS0097,8514.992013
VDS0063,VDS0098,8467.057092
VDS0063,VDS0099,8985.658112
VDS0063,VDS0100,8980.093776
VDS0063,VDS0101,8301.728946
VDS0063,VDS0102,8282.360069
VDS0063,VDS0103,7195.320065
VDS0063,VDS0104,7230.170075
VDS0063,VDS0105,7853.845645
VDS0063,VDS0107,7561.494495
VDS0063,VDS0108,7537.438425
VDS0063,VDS0109,8184.883941
VDS0063,VDS0110,8211.189108
VDS0063,VDS0112,8440.893313
VDS0063,VDS0113,8429.636013
VDS0063,VDS0116,11657.5623
VDS0063,VDS0117,11612.6655
VDS0063,VDS0118,7132.447014
VDS0064,VDS0005,10344.55727
VDS0064,VDS0006,10261.32426
VDS0064,VDS0007,6157.136695
VDS0064,VDS0008,6041.727248
VDS0064,VDS0009,4773.134685
VDS0064,VDS0010,4861.163815
VDS0064,VDS0011,3936.461841
VDS0064,VDS0012,3941.890671
VDS0064,VDS0013,2426.908633
VDS0064,VDS0014,2539.300131
VDS0064,VDS0015,3678.78076
VDS0064,VDS0016,3650.23997
VDS0064,VDS0017,5505.109621
VDS0064,VDS0018,4293.651093
VDS0064,VDS0019,4096.042926
VDS0064,VDS0020,2643.989325
VDS0064,VDS0021,2895.74487
VDS0064,VDS0022,6002.216347
VDS0064,VDS0023,6025.799664
VDS0064,VDS0024,5278.129897
VDS0064,VDS0025,5151.044733
VDS0064,VDS0026,3195.03426
VDS0064,VDS0027,3482.10866
VDS0064,VDS0028,1422.865852
VDS0064,VDS0029,1571.472615
VDS0064,VDS0030,2555.480049
VDS0064,VDS0031,2451.104531
VDS0064,VDS0032,2974.228452
VDS0064,VDS0033,3011.341572
VDS0064,VDS0034,4519.108767
VDS0064,VDS0035,4453.874466
VDS0064,VDS0036,3451.866996
VDS0064,VDS0037,3499.065724
VDS0064,VDS0038,4198.933264
VDS0064,VDS0039,4238.851187
VDS0064,VDS0040,4630.179206
VDS0064,VDS0041,6305.135513
VDS0064,VDS0042,6299.475957
VDS0064,VDS0043,6066.834487
VDS0064,VDS0044,6056.424891
VDS0064,VDS0045,11219.21764
VDS0064,VDS0046,11069.89919
VDS0064,VDS0047,7745.728081
VDS0064,VDS0048,7519.37113
VDS0064,VDS0049,6970.347562
VDS0064,VDS0050,6997.249431
VDS0064,VDS0051,6633.269285
VDS0064,VDS0052,6765.908627
VDS0064,VDS0053,7284.141315
VDS0064,VDS0054,7273.823168
VDS0064,VDS0059,5620.674024
VDS0064,VDS0060,5521.351961
VDS0064,VDS0063,68.61467233
VDS0064,VDS0064,0.0
VDS0064,VDS0065,1069.758634
VDS0064,VDS0066,1104.159547
VDS0064,VDS0067,2413.66845
VDS0064,VDS0068,2829.994893
VDS0064,VDS0069,2911.533252
VDS0064,VDS0070,3634.519419
VDS0064,VDS0071,4139.233791
VDS0064,VDS0072,4112.521734
VDS0064,VDS0073,6398.608856
VDS0064,VDS0074,6241.930981
VDS0064,VDS0075,5747.662368
VDS0064,VDS0076,5789.950504
VDS0064,VDS0077,5369.674705
VDS0064,VDS0078,3603.681701
VDS0064,VDS0079,5097.360049
VDS0064,VDS0080,5153.517586
VDS0064,VDS0081,5629.941488
VDS0064,VDS0082,5596.620294
VDS0064,VDS0083,7409.632875
VDS0064,VDS0084,5583.377671
VDS0064,VDS0085,5511.038374
VDS0064,VDS0086,5191.214563
VDS0064,VDS0087,5293.355324
VDS0064,VDS0088,4383.938765
VDS0064,VDS0089,1830.185949
VDS0064,VDS0090,4810.612183
VDS0064,VDS0091,4894.505068
VDS0064,VDS0092,4982.847019
VDS0064,VDS0093,6276.4284
VDS0064,VDS0094,6244.280709
VDS0064,VDS0095,9223.936675
VDS0064,VDS0096,9173.042619
VDS0064,VDS0097,8472.904187
VDS0064,VDS0098,8425.420802
VDS0064,VDS0099,8938.413082
VDS0064,VDS0100,8933.323089
VDS0064,VDS0101,8243.704915
VDS0064,VDS0102,8224.105224
VDS0064,VDS0103,7135.530593
VDS0064,VDS0104,7170.193436
VDS0064,VDS0105,7793.036774
VDS0064,VDS0107,7496.306013
VDS0064,VDS0108,7472.196039
VDS0064,VDS0109,8119.574926
VDS0064,VDS0110,8145.785622
VDS0064,VDS0112,8373.508532
VDS0064,VDS0113,8362.207363
VDS0064,VDS0116,11607.9634
VDS0064,VDS0117,11563.10583
VDS0064,VDS0118,7150.738833
VDS0065,VDS0005,11372.1065
VDS0065,VDS0006,11288.9459
VDS0065,VDS0007,7226.758649
VDS0065,VDS0008,7110.172753
VDS0065,VDS0009,5393.199439
VDS0065,VDS0010,5474.279733
VDS0065,VDS0011,5002.168315
VDS0065,VDS0012,5009.494892
VDS0065,VDS0013,3297.985057
VDS0065,VDS0014,3421.630518
VDS0065,VDS0015,4576.040605
VDS0065,VDS0016,4498.221285
VDS0065,VDS0017,6330.517906
VDS0065,VDS0018,5127.831202
VDS0065,VDS0019,4916.978693
VDS0065,VDS0020,3446.443809
VDS0065,VDS0021,3682.14739
VDS0065,VDS0022,6787.36235
VDS0065,VDS0023,6805.308666
VDS0065,VDS0024,6031.008523
VDS0065,VDS0025,5886.62194
VDS0065,VDS0026,3805.13693
VDS0065,VDS0027,4140.250212
VDS0065,VDS0028,813.2133525
VDS0065,VDS0029,1728.869798
VDS0065,VDS0030,2879.70512
VDS0065,VDS0031,2786.299617
VDS0065,VDS0032,2531.280121
VDS0065,VDS0033,2530.025064
VDS0065,VDS0034,4544.864505
VDS0065,VDS0035,4473.187224
VDS0065,VDS0036,2991.801351
VDS0065,VDS0037,3023.276976
VDS0065,VDS0038,3350.887309
VDS0065,VDS0039,3383.467787
VDS0065,VDS0040,3696.723021
VDS0065,VDS0041,6593.969662
VDS0065,VDS0042,6577.05295
VDS0065,VDS0043,6206.776479
VDS0065,VDS0044,6187.422455
VDS0065,VDS0045,11704.03218
VDS0065,VDS0046,11566.27648
VDS0065,VDS0047,7754.156488
VDS0065,VDS0048,7522.566752
VDS0065,VDS0049,6770.91476
VDS0065,VDS0050,6793.326855
VDS0065,VDS0051,5847.999739
VDS0065,VDS0052,5986.033209
VDS0065,VDS0053,6488.019414
VDS0065,VDS0054,6477.203345
VDS0065,VDS0059,6301.671591
VDS0065,VDS0060,6214.532137
VDS0065,VDS0063,1064.718923
VDS0065,VDS0064,1069.758634
VDS0065,VDS0065,0.0
VDS0065,VDS0066,48.27076877
VDS0065,VDS0067,1373.079356
VDS0065,VDS0068,1922.906787
VDS0065,VDS0069,2002.752494
VDS0065,VDS0070,2650.837111
VDS0065,VDS0071,3432.248237
VDS0065,VDS0072,3398.994979
VDS0065,VDS0073,5507.713232
VDS0065,VDS0074,5371.344483
VDS0065,VDS0075,5014.210677
VDS0065,VDS0076,5054.774068
VDS0065,VDS0077,4688.287876
VDS0065,VDS0078,3348.860865
VDS0065,VDS0079,4806.969971
VDS0065,VDS0080,4861.643347
VDS0065,VDS0081,5286.013136
VDS0065,VDS0082,5259.814516
VDS0065,VDS0083,7084.64914
VDS0065,VDS0084,5529.215204
VDS0065,VDS0085,5459.273202
VDS0065,VDS0086,5223.137376
VDS0065,VDS0087,5856.164481
VDS0065,VDS0088,5241.548973
VDS0065,VDS0089,2889.301197
VDS0065,VDS0090,5686.057602
VDS0065,VDS0091,5765.038625
VDS0065,VDS0092,6052.565383
VDS0065,VDS0093,7294.223977
VDS0065,VDS0094,7258.889358
VDS0065,VDS0095,10166.37618
VDS0065,VDS0096,10115.7013
VDS0065,VDS0097,9400.727176
VDS0065,VDS0098,9357.513105
VDS0065,VDS0099,9810.72057
VDS0065,VDS0100,9811.226755
VDS0065,VDS0101,8947.983738
VDS0065,VDS0102,8923.554125
VDS0065,VDS0103,7806.350141
VDS0065,VDS0104,7836.313268
VDS0065,VDS0105,8434.53248
VDS0065,VDS0107,7996.373222
VDS0065,VDS0108,7970.126862
VDS0065,VDS0109,8609.98055
VDS0065,VDS0110,8631.827769
VDS0065,VDS0112,8745.556193
VDS0065,VDS0113,8730.964895
VDS0065,VDS0116,12445.0294
VDS0065,VDS0117,12400.77857
VDS0065,VDS0118,6098.861662
VDS0066,VDS0005,11413.90798
VDS0066,VDS0006,11330.73953
VDS0066,VDS0007,7260.196264
VDS0066,VDS0008,7142.522082
VDS0066,VDS0009,5389.000909
VDS0066,VDS0010,5469.655271
VDS0066,VDS0011,5038.685323
VDS0066,VDS0012,5045.346005
VDS0066,VDS0013,3310.714542
VDS0066,VDS0014,3434.902385
VDS0066,VDS0015,4622.389961
VDS0066,VDS0016,4545.402874
VDS0066,VDS0017,6378.181385
VDS0066,VDS0018,5175.286017
VDS0066,VDS0019,4964.55879
VDS0066,VDS0020,3493.942569
VDS0066,VDS0021,3729.862596
VDS0066,VDS0022,6835.385337
VDS0066,VDS0023,6853.366501
VDS0066,VDS0024,6079.167722
VDS0066,VDS0025,5934.835628
VDS0066,VDS0026,3853.348427
VDS0066,VDS0027,4188.519277
VDS0066,VDS0028,843.9311088
VDS0066,VDS0029,1774.885987
VDS0066,VDS0030,2926.042787
VDS0066,VDS0031,2832.856432
VDS0066,VDS0032,2556.918705
VDS0066,VDS0033,2553.85555
VDS0066,VDS0034,4583.803635
VDS0066,VDS0035,4512.009621
VDS0066,VDS0036,3015.446003
VDS0066,VDS0037,3046.103335
VDS0066,VDS0038,3349.779401
VDS0066,VDS0039,3381.701658
VDS0066,VDS0040,3687.412111
VDS0066,VDS0041,6637.973394
VDS0066,VDS0042,6620.846629
VDS0066,VDS0043,6247.717432
VDS0066,VDS0044,6228.155885
VDS0066,VDS0045,11750.61142
VDS0066,VDS0046,11613.00908
VDS0066,VDS0047,7791.117687
VDS0066,VDS0048,7559.443862
VDS0066,VDS0049,6801.475421
VDS0066,VDS0050,6823.715275
VDS0066,VDS0051,5849.603861
VDS0066,VDS0052,5987.947663
VDS0066,VDS0053,6488.554185
VDS0066,VDS0054,6477.706907
VDS0066,VDS0059,6349.932648
VDS0066,VDS0060,6262.802279
VDS0066,VDS0063,1096.917234
VDS0066,VDS0064,1104.159547
VDS0066,VDS0065,48.27076877
VDS0066,VDS0066,0.0
VDS0066,VDS0067,1330.482261
VDS0066,VDS0068,1919.398041
VDS0066,VDS0069,1998.808884
VDS0066,VDS0070,2636.948571
VDS0066,VDS0071,3441.355787
VDS0066,VDS0072,3407.726935
VDS0066,VDS0073,5501.224668
VDS0066,VDS0074,5366.655918
VDS0066,VDS0075,5019.874138
VDS0066,VDS0076,5060.293731
VDS0066,VDS0077,4697.536163
VDS0066,VDS0078,3380.361862
VDS0066,VDS0079,4835.333396
VDS0066,VDS0080,4889.900976
VDS0066,VDS0081,5311.825051
VDS0066,VDS0082,5285.941493
VDS0066,VDS0083,7110.232919
VDS0066,VDS0084,5565.223579
VDS0066,VDS0085,5495.394781
VDS0066,VDS0086,5261.789273
VDS0066,VDS0087,5903.940757
VDS0066,VDS0088,5288.705213
VDS0066,VDS0089,2919.350147
VDS0066,VDS0090,5696.866025
VDS0066,VDS0091,5775.461584
VDS0066,VDS0092,6086.79581
VDS0066,VDS0093,7336.537303
VDS0066,VDS0094,7301.403407
VDS0066,VDS0095,10212.11859
VDS0066,VDS0096,10161.43539
VDS0066,VDS0097,9446.834781
VDS0066,VDS0098,9403.508129
VDS0066,VDS0099,9857.954218
VDS0066,VDS0100,9858.372419
VDS0066,VDS0101,8996.250434
VDS0066,VDS0102,8971.816547
VDS0066,VDS0103,7854.571922
VDS0066,VDS0104,7884.522149
VDS0066,VDS0105,8482.639086
VDS0066,VDS0107,8043.368845
VDS0066,VDS0108,8017.100565
VDS0066,VDS0109,8656.814081
VDS0066,VDS0110,8678.607105
VDS0066,VDS0112,8790.674558
VDS0066,VDS0113,8776.029752
VDS0066,VDS0116,12492.77249
VDS0066,VDS0117,12448.51468
VDS0066,VDS0118,6058.940646
VDS0067,VDS0005,12744.03436
VDS0067,VDS0006,12660.85692
VDS0067,VDS0007,8538.637277
VDS0067,VDS0008,8410.179287
VDS0067,VDS0009,6049.846213
VDS0067,VDS0010,6119.144746
VDS0067,VDS0011,6345.666915
VDS0067,VDS0012,6347.488112
VDS0067,VDS0013,4344.767552
VDS0067,VDS0014,4474.309755
VDS0067,VDS0015,5928.692403
VDS0067,VDS0016,5833.787337
VDS0067,VDS0017,7645.385448
VDS0067,VDS0018,6453.507944
VDS0067,VDS0019,6238.288466
VDS0067,VDS0020,4775.155366
VDS0067,VDS0021,5001.448207
VDS0067,VDS0022,8078.704898
VDS0067,VDS0023,8093.407273
VDS0067,VDS0024,7309.391333
VDS0067,VDS0025,7156.420463
VDS0067,VDS0026,5037.223617
VDS0067,VDS0027,5390.713167
VDS0067,VDS0028,1720.170489
VDS0067,VDS0029,2864.933519
VDS0067,VDS0030,3983.47303
VDS0067,VDS0031,3904.158744
VDS0067,VDS0032,2963.503339
VDS0067,VDS0033,2910.586934
VDS0067,VDS0034,5292.892304
VDS0067,VDS0035,5218.82667
VDS0067,VDS0036,3321.019333
VDS0067,VDS0037,3325.65127
VDS0067,VDS0038,2934.130351
VDS0067,VDS0039,2945.370155
VDS0067,VDS0040,3025.338773
VDS0067,VDS0041,7518.585555
VDS0067,VDS0042,7491.84211
VDS0067,VDS0043,7000.855185
VDS0067,VDS0044,6973.250778
VDS0067,VDS0045,12745.30621
VDS0067,VDS0046,12618.47416
VDS0067,VDS0047,8371.57996
VDS0067,VDS0048,8139.492524
VDS0067,VDS0049,7172.897265
VDS0067,VDS0050,7189.061685
VDS0067,VDS0051,5391.303448
VDS0067,VDS0052,5534.499338
VDS0067,VDS0053,5987.202364
VDS0067,VDS0054,5975.750001
VDS0067,VDS0059,7534.627348
VDS0067,VDS0060,7455.983224
VDS0067,VDS0063,2395.55008
VDS0067,VDS0064,2413.66845
VDS0067,VDS0065,1373.079356
VDS0067,VDS0066,1330.482261
VDS0067,VDS0067,0.0
VDS0067,VDS0068,1657.754614
VDS0067,VDS0069,1704.236463
VDS0067,VDS0070,1944.861204
VDS0067,VDS0071,3300.596556
VDS0067,VDS0072,3259.200582
VDS0067,VDS0073,4839.949239
VDS0067,VDS0074,4755.438824
VDS0067,VDS0075,4697.508528
VDS0067,VDS0076,4732.498805
VDS0067,VDS0077,4487.615597
VDS0067,VDS0078,3891.586419
VDS0067,VDS0079,5183.503807
VDS0067,VDS0080,5232.915077
VDS0067,VDS0081,5565.254248
VDS0067,VDS0082,5549.914775
VDS0067,VDS0083,7315.897632
VDS0067,VDS0084,6146.030056
VDS0067,VDS0085,6081.697222
VDS0067,VDS0086,5944.114915
VDS0067,VDS0087,7015.669857
VDS0067,VDS0088,6576.50742
VDS0067,VDS0089,4179.157701
VDS0067,VDS0090,6656.781242
VDS0067,VDS0091,6727.465024
VDS0067,VDS0092,7374.167572
VDS0067,VDS0093,8667.016576
VDS0067,VDS0094,8631.862702
VDS0067,VDS0095,11524.84223
VDS0067,VDS0096,11474.27779
VDS0067,VDS0097,10754.40489
VDS0067,VDS0098,10712.84328
VDS0067,VDS0099,11139.03205
VDS0067,VDS0100,11142.32725
VDS0067,VDS0101,10177.50621
VDS0067,VDS0102,10149.89098
VDS0067,VDS0103,9019.8515
VDS0067,VDS0104,9046.361628
VDS0067,VDS0105,9622.908628
VDS0067,VDS0107,9079.944472
VDS0067,VDS0108,9052.253884
VDS0067,VDS0109,9679.26209
VDS0067,VDS0110,9697.264621
VDS0067,VDS0112,9710.654897
VDS0067,VDS0113,9693.258086
VDS0067,VDS0116,13749.9629
VDS0067,VDS0117,13706.133
VDS0067,VDS0118,4737.147034
VDS0068,VDS0005,12572.8985
VDS0068,VDS0006,12490.87279
VDS0068,VDS0007,8807.789616
VDS0068,VDS0008,8722.162003
VDS0068,VDS0009,7293.969741
VDS0068,VDS0010,7372.701846
VDS0068,VDS0011,6521.992328
VDS0068,VDS0012,6550.36501
VDS0068,VDS0013,5202.404614
VDS0068,VDS0014,5323.151209
VDS0068,VDS0015,5567.681091
VDS0068,VDS0016,5388.074335
VDS0068,VDS0017,7047.731547
VDS0068,VDS0018,5937.792809
VDS0068,VDS0019,5714.257966
VDS0068,VDS0020,4365.176147
VDS0068,VDS0021,4538.295987
VDS0068,VDS0022,7390.451774
VDS0068,VDS0023,7394.885648
VDS0068,VDS0024,6604.404525
VDS0068,VDS0025,6432.491629
VDS0068,VDS0026,4323.726432
VDS0068,VDS0027,4696.948128
VDS0068,VDS0028,1440.697433
VDS0068,VDS0029,2279.97394
VDS0068,VDS0030,3127.129604
VDS0068,VDS0031,3081.804482
VDS0068,VDS0032,1510.04486
VDS0068,VDS0033,1425.329328
VDS0068,VDS0034,3900.698299
VDS0068,VDS0035,3827.847196
VDS0068,VDS0036,1757.476239
VDS0068,VDS0037,1747.609736
VDS0068,VDS0038,1434.817534
VDS0068,VDS0039,1464.400856
VDS0068,VDS0040,1800.199898
VDS0068,VDS0041,6222.89952
VDS0068,VDS0042,6186.545759
VDS0068,VDS0043,5594.91308
VDS0068,VDS0044,5561.138021
VDS0068,VDS0045,11514.73231
VDS0068,VDS0046,11402.73143
VDS0068,VDS0047,6827.132115
VDS0068,VDS0048,6597.008582
VDS0068,VDS0049,5551.036527
VDS0068,VDS0050,5565.310155
VDS0068,VDS0051,3943.772265
VDS0068,VDS0052,4083.75992
VDS0068,VDS0053,4576.815318
VDS0068,VDS0054,4565.843288
VDS0068,VDS0059,6707.175491
VDS0068,VDS0060,6650.699907
VDS0068,VDS0063,2853.80741
VDS0068,VDS0064,2829.994893
VDS0068,VDS0065,1922.906787
VDS0068,VDS0066,1919.398041
VDS0068,VDS0067,1657.754614
VDS0068,VDS0068,0.0
VDS0068,VDS0069,81.58092385
VDS0068,VDS0070,874.7883044
VDS0068,VDS0071,1658.305533
VDS0068,VDS0072,1618.282559
VDS0068,VDS0073,3589.093497
VDS0068,VDS0074,3448.844372
VDS0068,VDS0075,3151.712454
VDS0068,VDS0076,3190.223299
VDS0068,VDS0077,2883.593726
VDS0068,VDS0078,2419.733675
VDS0068,VDS0079,3574.417031
VDS0068,VDS0080,3621.198481
VDS0068,VDS0081,3924.550608
VDS0068,VDS0082,3911.65084
VDS0068,VDS0083,5661.447217
VDS0068,VDS0084,4632.63563
VDS0068,VDS0085,4573.134595
VDS0068,VDS0086,4506.95476
VDS0068,VDS0087,6055.89777
VDS0068,VDS0088,6095.789727
VDS0068,VDS0089,4619.445708
VDS0068,VDS0090,7595.603236
VDS0068,VDS0091,7676.088744
VDS0068,VDS0092,7624.409665
VDS0068,VDS0093,8513.866695
VDS0068,VDS0094,8467.173868
VDS0068,VDS0095,11076.01028
VDS0068,VDS0096,11026.86317
VDS0068,VDS0097,10281.08236
VDS0068,VDS0098,10251.19987
VDS0068,VDS0099,10529.0815
VDS0068,VDS0100,10544.44279
VDS0068,VDS0101,9286.987039
VDS0068,VDS0102,9252.693181
VDS0068,VDS0103,8114.16578
VDS0068,VDS0104,8132.910782
VDS0068,VDS0105,8655.719836
VDS0068,VDS0107,7948.111914
VDS0068,VDS0108,7918.824784
VDS0068,VDS0109,8517.788624
VDS0068,VDS0110,8530.251651
VDS0068,VDS0112,8421.188967
VDS0068,VDS0113,8400.973715
VDS0068,VDS0116,13025.1102
VDS0068,VDS0117,12983.06948
VDS0068,VDS0118,5113.148808
VDS0069,VDS0005,12639.18785
VDS0069,VDS0006,12557.21643
VDS0069,VDS0007,8885.025332
VDS0069,VDS0008,8800.072623
VDS0069,VDS0009,7370.894022
VDS0069,VDS0010,7449.433719
VDS0069,VDS0011,6598.631458
VDS0069,VDS0012,6627.424577
VDS0069,VDS0013,5283.579269
VDS0069,VDS0014,5404.396228
VDS0069,VDS0015,5632.244183
VDS0069,VDS0016,5450.063521
