from,to,cost
VDS0012,VDS0053,10512.68225
VDS0012,VDS0054,10504.07533
VDS0012,VDS0059,4349.062261
VDS0012,VDS0060,4221.498403
VDS0012,VDS0063,3954.556456
VDS0012,VDS0064,3941.890671
VDS0012,VDS0065,5009.494892
VDS0012,VDS0066,5045.346005
VDS0012,VDS0067,6347.488112
VDS0012,VDS0068,6550.36501
VDS0012,VDS0069,6627.424577
VDS0012,VDS0070,7415.691809
VDS0012,VDS0071,7413.933151
VDS0012,VDS0072,7402.360938
VDS0012,VDS0073,9890.529514
VDS0012,VDS0074,9693.904224
VDS0012,VDS0075,8921.549221
VDS0012,VDS0076,8964.462148
VDS0012,VDS0077,8461.307425
VDS0012,VDS0078,6112.444978
VDS0012,VDS0079,7323.069247
VDS0012,VDS0080,7372.027403
VDS0012,VDS0081,7895.561085
VDS0012,VDS0082,7849.555391
VDS0012,VDS0083,9384.990416
VDS0012,VDS0084,7072.273638
VDS0012,VDS0085,7009.237474
VDS0012,VDS0086,6523.240842
VDS0012,VDS0087,4694.729472
VDS0012,VDS0088,2647.936655
VDS0012,VDS0089,2214.727421
VDS0012,VDS0090,3286.918935
VDS0012,VDS0091,3366.348197
VDS0012,VDS0092,1076.60668
VDS0012,VDS0093,2683.058634
VDS0012,VDS0094,2679.253858
VDS0012,VDS0095,5922.697465
VDS0012,VDS0096,5873.156641
VDS0012,VDS0097,5299.063944
VDS0012,VDS0098,5230.278093
VDS0012,VDS0099,6039.389205
VDS0012,VDS0100,6004.365628
VDS0012,VDS0101,6289.823062
VDS0012,VDS0102,6296.658558
VDS0012,VDS0103,5527.051007
VDS0012,VDS0104,5578.080583
VDS0012,VDS0105,6209.89649
VDS0012,VDS0107,6604.023534
VDS0012,VDS0108,6593.485305
VDS0012,VDS0109,7164.892529
VDS0012,VDS0110,7205.728552
VDS0012,VDS0112,7869.930336
VDS0012,VDS0113,7873.383923
VDS0012,VDS0116,8733.351684
VDS0012,VDS0117,8687.531945
VDS0012,VDS0118,11080.58725
VDS0013,VDS0005,9338.391101
VDS0013,VDS0006,9256.944901
VDS0013,VDS0007,4619.500079
VDS0013,VDS0008,4434.26824
VDS0013,VDS0009,2561.890371
VDS0013,VDS0010,2655.721344
VDS0013,VDS0011,2928.153671
VDS0013,VDS0012,2868.115336
VDS0013,VDS0013,0.0
VDS0013,VDS0014,129.9928812
VDS0013,VDS0015,4023.086431
VDS0013,VDS0016,4192.09115
VDS0013,VDS0017,5827.176536
VDS0013,VDS0018,4755.841849
VDS0013,VDS0019,4640.382712
VDS0013,VDS0020,3615.105037
VDS0013,VDS0021,3833.325378
VDS0013,VDS0022,6411.666016
VDS0013,VDS0023,6451.661885
VDS0013,VDS0024,5867.808825
VDS0013,VDS0025,5808.112555
VDS0013,VDS0026,4486.113134
VDS0013,VDS0027,4607.16446
VDS0013,VDS0028,3841.621318
VDS0013,VDS0029,3801.245326
VDS0013,VDS0030,4435.363727
VDS0013,VDS0031,4338.11546
VDS0013,VDS0032,5364.281979
VDS0013,VDS0033,5411.382765
VDS0013,VDS0034,6521.445355
VDS0013,VDS0035,6467.086119
VDS0013,VDS0036,5836.728938
VDS0013,VDS0037,5888.197931
VDS0013,VDS0038,6605.088086
VDS0013,VDS0039,6642.499081
VDS0013,VDS0040,6991.643921
VDS0013,VDS0041,7843.136605
VDS0013,VDS0042,7856.377025
VDS0013,VDS0043,7843.523882
VDS0013,VDS0044,7845.917241
VDS0013,VDS0045,12179.61203
VDS0013,VDS0046,12007.70415
VDS0013,VDS0047,9634.722907
VDS0013,VDS0048,9421.383098
VDS0013,VDS0049,9108.663208
VDS0013,VDS0050,9139.212276
VDS0013,VDS0051,9058.155481
VDS0013,VDS0052,9191.416574
VDS0013,VDS0053,9708.118827
VDS0013,VDS0054,9697.725595
VDS0013,VDS0059,6381.264949
VDS0013,VDS0060,6258.537045
VDS0013,VDS0063,2387.006426
VDS0013,VDS0064,2426.908633
VDS0013,VDS0065,3297.985057
VDS0013,VDS0066,3310.714542
VDS0013,VDS0067,4344.767552
VDS0013,VDS0068,5202.404614
VDS0013,VDS0069,5283.579269
VDS0013,VDS0070,5947.601164
VDS0013,VDS0071,6566.075055
VDS0013,VDS0072,6539.429253
VDS0013,VDS0073,8790.692228
VDS0013,VDS0074,8643.821431
VDS0013,VDS0075,8174.522886
VDS0013,VDS0076,8216.828729
VDS0013,VDS0077,7793.260174
VDS0013,VDS0078,5887.514508
VDS0013,VDS0079,7354.707843
VDS0013,VDS0080,7410.474482
VDS0013,VDS0081,7912.103726
VDS0013,VDS0082,7874.648019
VDS0013,VDS0083,9648.911089
VDS0013,VDS0084,7617.590007
VDS0013,VDS0085,7545.658191
VDS0013,VDS0086,7148.697492
VDS0013,VDS0087,6379.806673
VDS0013,VDS0088,4743.948869
VDS0013,VDS0089,1308.940362
VDS0013,VDS0090,2393.771048
VDS0013,VDS0091,2475.284114
VDS0013,VDS0092,3602.399179
VDS0013,VDS0093,5551.156557
VDS0013,VDS0094,5546.656371
VDS0013,VDS0095,8784.412754
VDS0013,VDS0096,8734.566431
VDS0013,VDS0097,8139.809533
VDS0013,VDS0098,8074.076438
VDS0013,VDS0099,8828.151687
VDS0013,VDS0100,8800.242919
VDS0013,VDS0101,8747.855407
VDS0013,VDS0102,8743.498407
VDS0013,VDS0103,7800.617192
VDS0013,VDS0104,7845.981417
VDS0013,VDS0105,8498.097437
VDS0013,VDS0107,8561.650416
VDS0013,VDS0108,8543.551532
VDS0013,VDS0109,9175.240535
VDS0013,VDS0110,9209.872142
VDS0013,VDS0112,9663.459314
VDS0013,VDS0113,9658.975408
VDS0013,VDS0116,11540.28013
VDS0013,VDS0117,11494.38742
VDS0013,VDS0118,8855.328169
VDS0014,VDS0005,9240.974865
VDS0014,VDS0006,9159.692603
VDS0014,VDS0007,4508.128096
VDS0014,VDS0008,4320.466846
VDS0014,VDS0009,2509.206785
VDS0014,VDS0010,2603.268978
VDS0014,VDS0011,2855.410191
VDS0014,VDS0012,2792.205114
VDS0014,VDS0013,129.9928812
VDS0014,VDS0014,0.0
VDS0014,VDS0015,4013.877943
VDS0014,VDS0016,4191.752027
VDS0014,VDS0017,5803.29658
VDS0014,VDS0018,4746.154756
VDS0014,VDS0019,4636.032702
VDS0014,VDS0020,3644.525838
VDS0014,VDS0021,3858.116894
VDS0014,VDS0022,6389.747513
VDS0014,VDS0023,6430.447613
VDS0014,VDS0024,5857.962979
VDS0014,VDS0025,5802.178144
VDS0014,VDS0026,4522.848119
VDS0014,VDS0027,4634.100017
VDS0014,VDS0028,3956.795242
VDS0014,VDS0029,3893.716869
VDS0014,VDS0030,4504.090022
VDS0014,VDS0031,4407.840993
VDS0014,VDS0032,5466.83188
VDS0014,VDS0033,5515.385627
VDS0014,VDS0034,6589.839061
VDS0014,VDS0035,6536.337629
VDS0014,VDS0036,5938.162068
VDS0014,VDS0037,5990.194879
VDS0014,VDS0038,6723.167613
VDS0014,VDS0039,6760.915363
VDS0014,VDS0040,7113.844644
VDS0014,VDS0041,7879.202735
VDS0014,VDS0042,7893.550597
VDS0014,VDS0043,7894.341818
VDS0014,VDS0044,7897.550434
VDS0014,VDS0045,12175.18752
VDS0014,VDS0046,12002.20084
VDS0014,VDS0047,9690.311135
VDS0014,VDS0048,9478.123007
VDS0014,VDS0049,9183.291986
VDS0014,VDS0050,9214.109569
VDS0014,VDS0051,9172.148857
VDS0014,VDS0052,9305.045672
VDS0014,VDS0053,9822.569182
VDS0014,VDS0054,9812.208883
VDS0014,VDS0059,6378.230943
VDS0014,VDS0060,6254.76819
VDS0014,VDS0063,2500.862465
VDS0014,VDS0064,2539.300131
VDS0014,VDS0065,3421.630518
VDS0014,VDS0066,3434.902385
VDS0014,VDS0067,4474.309755
VDS0014,VDS0068,5323.151209
VDS0014,VDS0069,5404.396228
VDS0014,VDS0070,6071.847334
VDS0014,VDS0071,6677.53124
VDS0014,VDS0072,6651.227371
VDS0014,VDS0073,8910.801246
VDS0014,VDS0074,8762.792505
VDS0014,VDS0075,8285.955212
VDS0014,VDS0076,8328.331279
VDS0014,VDS0077,7902.09093
VDS0014,VDS0078,5978.209146
VDS0014,VDS0079,7441.181147
VDS0014,VDS0080,7496.85467
VDS0014,VDS0081,8000.385762
VDS0014,VDS0082,7962.561521
VDS0014,VDS0083,9731.869221
VDS0014,VDS0084,7686.11144
VDS0014,VDS0085,7614.323253
VDS0014,VDS0086,7212.731264
VDS0014,VDS0087,6394.536492
VDS0014,VDS0088,4728.871225
VDS0014,VDS0089,1340.059878
VDS0014,VDS0090,2275.167696
VDS0014,VDS0091,2357.618767
VDS0014,VDS0092,3502.536945
VDS0014,VDS0093,5474.550907
VDS0014,VDS0094,5471.44041
VDS0014,VDS0095,8713.057088
VDS0014,VDS0096,8663.347489
VDS0014,VDS0097,8074.789673
VDS0014,VDS0098,8008.313068
VDS0014,VDS0099,8772.639187
VDS0014,VDS0100,8743.658409
VDS0014,VDS0101,8723.939024
VDS0014,VDS0102,8720.397519
VDS0014,VDS0103,7787.600595
VDS0014,VDS0104,7833.415111
VDS0014,VDS0105,8485.468265
VDS0014,VDS0107,8568.700014
VDS0014,VDS0108,8550.978871
VDS0014,VDS0109,9180.489913
VDS0014,VDS0110,9215.530646
VDS0014,VDS0112,9681.30415
VDS0014,VDS0113,9677.227468
VDS0014,VDS0116,11482.86869
VDS0014,VDS0117,11436.97722
VDS0014,VDS0118,8983.894313
VDS0015,VDS0005,7012.432233
VDS0015,VDS0006,6930.882939
VDS0015,VDS0007,3985.05986
VDS0015,VDS0008,4020.675929
VDS0015,VDS0009,6368.563881
VDS0015,VDS0010,6459.879747
VDS0015,VDS0011,2092.005534
VDS0015,VDS0012,2190.6574
VDS0015,VDS0013,4023.086431
VDS0015,VDS0014,4013.877943
VDS0015,VDS0015,0.0
VDS0015,VDS0016,329.5659301
VDS0015,VDS0017,1879.22496
VDS0015,VDS0018,732.7742924
VDS0015,VDS0019,640.5103383
VDS0015,VDS0020,1202.991158
VDS0015,VDS0021,1044.478487
VDS0015,VDS0022,2434.211543
VDS0015,VDS0023,2468.532474
VDS0015,VDS0024,1844.722556
VDS0015,VDS0025,1790.974632
VDS0015,VDS0026,1588.646369
VDS0015,VDS0027,1343.496948
VDS0015,VDS0028,4338.595329
VDS0015,VDS0029,3291.020791
VDS0015,VDS0030,2656.433057
VDS0015,VDS0031,2649.342069
VDS0015,VDS0032,4607.397037
VDS0015,VDS0033,4712.696878
VDS0015,VDS0034,4049.219185
VDS0015,VDS0035,4035.163303
VDS0015,VDS0036,4889.503817
VDS0015,VDS0037,4955.499792
VDS0015,VDS0038,6454.594814
VDS0015,VDS0039,6509.391919
VDS0015,VDS0040,7097.989666
VDS0015,VDS0041,4317.72377
VDS0015,VDS0042,4353.372171
VDS0015,VDS0043,4664.559139
VDS0015,VDS0044,4688.277943
VDS0015,VDS0045,8163.340286
VDS0015,VDS0046,7989.279902
VDS0015,VDS0047,6468.809138
VDS0015,VDS0048,6295.8859
VDS0015,VDS0049,6538.684596
VDS0015,VDS0050,6575.93038
VDS0015,VDS0051,8286.326568
VDS0015,VDS0052,8382.691694
VDS0015,VDS0053,8904.199661
VDS0015,VDS0054,8896.890865
VDS0015,VDS0059,2373.701919
VDS0015,VDS0060,2248.195219
VDS0015,VDS0063,3726.199574
VDS0015,VDS0064,3678.78076
VDS0015,VDS0065,4576.040605
VDS0015,VDS0066,4622.389961
VDS0015,VDS0067,5928.692403
VDS0015,VDS0068,5567.681091
VDS0015,VDS0069,5632.244183
VDS0015,VDS0070,6431.697575
VDS0015,VDS0071,5992.338925
VDS0015,VDS0072,5991.444991
VDS0015,VDS0073,8485.33699
VDS0015,VDS0074,8265.219354
VDS0015,VDS0075,7343.385693
VDS0015,VDS0076,7384.591632
VDS0015,VDS0077,6860.651697
VDS0015,VDS0078,4430.580854
VDS0015,VDS0079,5422.026648
VDS0015,VDS0080,5465.562993
VDS0015,VDS0081,5975.725369
VDS0015,VDS0082,5927.903399
VDS0015,VDS0083,7332.500106
VDS0015,VDS0084,4986.763936
VDS0015,VDS0085,4928.252222
VDS0015,VDS0086,4430.394382
VDS0015,VDS0087,2546.055689
VDS0015,VDS0088,744.7648495
VDS0015,VDS0089,2789.110053
VDS0015,VDS0090,5295.010607
VDS0015,VDS0091,5382.132853
VDS0015,VDS0092,2996.949252
VDS0015,VDS0093,2997.421543
VDS0015,VDS0094,2943.197183
VDS0015,VDS0095,5597.421736
VDS0015,VDS0096,5546.964441
VDS0015,VDS0097,4825.929534
VDS0015,VDS0098,4784.160055
VDS0015,VDS0099,5259.632929
VDS0015,VDS0100,5254.799927
VDS0015,VDS0101,4765.864893
VDS0015,VDS0102,4756.727199
VDS0015,VDS0103,3779.463217
VDS0015,VDS0104,3824.239174
VDS0015,VDS0105,4476.23453
VDS0015,VDS0107,4605.7978
VDS0015,VDS0108,4590.744562
VDS0015,VDS0109,5203.709948
VDS0015,VDS0110,5240.926164
VDS0015,VDS0112,5801.321615
VDS0015,VDS0113,5801.506975
VDS0015,VDS0116,7935.8083
VDS0015,VDS0117,7890.740841
VDS0015,VDS0118,10549.37566
VDS0016,VDS0005,7221.603237
VDS0016,VDS0006,7140.707852
VDS0016,VDS0007,4310.61125
VDS0016,VDS0008,4348.701076
VDS0016,VDS0009,6587.546476
VDS0016,VDS0010,6679.654816
VDS0016,VDS0011,2409.740797
VDS0016,VDS0012,2506.910085
VDS0016,VDS0013,4192.09115
VDS0016,VDS0014,4191.752027
VDS0016,VDS0015,329.5659301
VDS0016,VDS0016,0.0
VDS0016,VDS0017,1855.288284
VDS0016,VDS0018,644.8070165
VDS0016,VDS0019,466.6160284
VDS0016,VDS0020,1060.081479
VDS0016,VDS0021,853.1210202
VDS0016,VDS0022,2371.57893
VDS0016,VDS0023,2400.108399
VDS0016,VDS0024,1710.043438
VDS0016,VDS0025,1627.284104
VDS0016,VDS0026,1290.334249
VDS0016,VDS0027,1022.56907
VDS0016,VDS0028,4206.247112
VDS0016,VDS0029,3124.734264
VDS0016,VDS0030,2407.152009
VDS0016,VDS0031,2409.205055
VDS0016,VDS0032,4369.398307
VDS0016,VDS0033,4476.326213
VDS0016,VDS0034,3726.333283
VDS0016,VDS0035,3713.574674
VDS0016,VDS0036,4633.003222
VDS0016,VDS0037,4698.748826
VDS0016,VDS0038,6224.856492
VDS0016,VDS0039,6280.065457
VDS0016,VDS0040,6876.99059
VDS0016,VDS0041,4012.529128
VDS0016,VDS0042,4046.361678
VDS0016,VDS0043,4340.442717
VDS0016,VDS0044,4363.539651
VDS0016,VDS0045,7988.965688
VDS0016,VDS0046,7818.441926
VDS0016,VDS0047,6148.270914
VDS0016,VDS0048,5973.543664
VDS0016,VDS0049,6209.268164
VDS0016,VDS0050,6246.528942
VDS0016,VDS0051,8006.439999
VDS0016,VDS0052,8100.554042
VDS0016,VDS0053,8619.871636
VDS0016,VDS0054,8612.736082
VDS0016,VDS0059,2190.624517
VDS0016,VDS0060,2069.314516
VDS0016,VDS0063,3701.882418
VDS0016,VDS0064,3650.23997
VDS0016,VDS0065,4498.221285
VDS0016,VDS0066,4545.402874
VDS0016,VDS0067,5833.787337
VDS0016,VDS0068,5388.074335
VDS0016,VDS0069,5450.063521
VDS0016,VDS0070,6244.79615
VDS0016,VDS0071,5742.212234
VDS0016,VDS0072,5742.899177
VDS0016,VDS0073,8228.326703
VDS0016,VDS0074,8005.60878
VDS0016,VDS0075,7066.203944
VDS0016,VDS0076,7107.076172
VDS0016,VDS0077,6581.816077
VDS0016,VDS0078,4150.643887
VDS0016,VDS0079,5108.879355
VDS0016,VDS0080,5151.724794
VDS0016,VDS0081,5659.639022
VDS0016,VDS0082,5611.692308
VDS0016,VDS0083,7004.672143
VDS0016,VDS0084,4657.985839
VDS0016,VDS0085,4599.691949
VDS0016,VDS0086,4101.476416
VDS0016,VDS0087,2276.131919
VDS0016,VDS0088,743.413273
VDS0016,VDS0089,2925.413228
VDS0016,VDS0090,5565.770782
VDS0016,VDS0091,5653.820405
VDS0016,VDS0092,3326.412366
VDS0016,VDS0093,3248.421599
VDS0016,VDS0094,3190.959775
VDS0016,VDS0095,5718.377899
VDS0016,VDS0096,5668.38903
VDS0016,VDS0097,4935.244096
VDS0016,VDS0098,4898.279591
VDS0016,VDS0099,5312.638588
VDS0016,VDS0100,5313.040208
VDS0016,VDS0101,4676.044436
VDS0016,VDS0102,4663.230424
VDS0016,VDS0103,3645.407146
VDS0016,VDS0104,3687.743396
VDS0016,VDS0105,4337.046404
VDS0016,VDS0107,4386.760699
VDS0016,VDS0108,4370.267683
VDS0016,VDS0109,4993.344885
VDS0016,VDS0110,5029.237383
VDS0016,VDS0112,5552.977566
VDS0016,VDS0113,5551.987624
VDS0016,VDS0116,7961.983156
VDS0016,VDS0117,7917.313434
VDS0016,VDS0118,10409.9754
VDS0017,VDS0005,5909.406026
VDS0017,VDS0006,5834.123678
VDS0017,VDS0007,4402.511231
VDS0017,VDS0008,4538.98442
VDS0017,VDS0009,8033.235982
VDS0017,VDS0010,8121.116184
VDS0017,VDS0011,3365.15487
VDS0017,VDS0012,3468.628818
VDS0017,VDS0013,5827.176536
VDS0017,VDS0014,5803.29658
VDS0017,VDS0015,1879.22496
VDS0017,VDS0016,1855.288284
VDS0017,VDS0017,0.0
VDS0017,VDS0018,1211.494484
VDS0017,VDS0019,1414.822578
VDS0017,VDS0020,2885.731644
VDS0017,VDS0021,2648.558743
VDS0017,VDS0022,592.9240204
VDS0017,VDS0023,638.6944441
VDS0017,VDS0024,637.5538928
VDS0017,VDS0025,807.5128957
VDS0017,VDS0026,2725.547746
VDS0017,VDS0027,2352.427597
VDS0017,VDS0028,5977.553014
VDS0017,VDS0029,4853.126468
VDS0017,VDS0030,3933.17033
VDS0017,VDS0031,3969.575645
VDS0017,VDS0032,5850.162347
VDS0017,VDS0033,5960.968243
VDS0017,VDS0034,4519.62609
VDS0017,VDS0035,4536.992326
VDS0017,VDS0036,6016.505072
VDS0017,VDS0037,6078.792985
VDS0017,VDS0038,7700.491267
VDS0017,VDS0039,7756.600329
VDS0017,VDS0040,8380.048162
VDS0017,VDS0041,3732.34516
VDS0017,VDS0042,3791.129571
VDS0017,VDS0043,4416.66935
VDS0017,VDS0044,4457.733946
VDS0017,VDS0045,6487.283974
VDS0017,VDS0046,6303.027279
VDS0017,VDS0047,6012.715159
VDS0017,VDS0048,5893.054936
VDS0017,VDS0049,6562.854811
VDS0017,VDS0050,6601.252893
VDS0017,VDS0051,9159.335953
VDS0017,VDS0052,9233.801904
VDS0017,VDS0053,9726.7998
VDS0017,VDS0054,9721.243683
VDS0017,VDS0059,1132.77065
VDS0017,VDS0060,1037.178524
VDS0017,VDS0063,5557.053029
VDS0017,VDS0064,5505.109621
VDS0017,VDS0065,6330.517906
VDS0017,VDS0066,6378.181385
VDS0017,VDS0067,7645.385448
VDS0017,VDS0068,7047.731547
VDS0017,VDS0069,7102.002619
VDS0017,VDS0070,7874.10155
VDS0017,VDS0071,7129.783133
VDS0017,VDS0072,7138.66661
VDS0017,VDS0073,9535.321631
VDS0017,VDS0074,9299.763159
VDS0017,VDS0075,8256.722088
VDS0017,VDS0076,8294.286181
VDS0017,VDS0077,7770.03682
VDS0017,VDS0078,5409.943252
VDS0017,VDS0079,5992.589496
VDS0017,VDS0080,6022.997302
VDS0017,VDS0081,6472.778885
VDS0017,VDS0082,6424.645698
VDS0017,VDS0083,7459.282453
VDS0017,VDS0084,5161.93366
VDS0017,VDS0085,5123.042455
VDS0017,VDS0086,4636.179827
VDS0017,VDS0087,1899.463066
VDS0017,VDS0088,1137.205077
VDS0017,VDS0089,4642.971758
VDS0017,VDS0090,6755.078331
VDS0017,VDS0091,6834.894781
VDS0017,VDS0092,3821.74609
VDS0017,VDS0093,2519.530033
VDS0017,VDS0094,2446.937113
VDS0017,VDS0095,4061.148195
VDS0017,VDS0096,4013.653709
VDS0017,VDS0097,3259.140549
VDS0017,VDS0098,3238.413658
VDS0017,VDS0099,3501.366621
VDS0017,VDS0100,3510.038856
VDS0017,VDS0101,2920.778706
VDS0017,VDS0102,2917.151957
VDS0017,VDS0103,2058.967208
VDS0017,VDS0104,2109.758548
VDS0017,VDS0105,2746.245041
VDS0017,VDS0107,3224.063595
VDS0017,VDS0108,3218.598658
VDS0017,VDS0109,3741.94279
VDS0017,VDS0110,3784.671897
VDS0017,VDS0112,4547.176644
VDS0017,VDS0113,4555.710749
VDS0017,VDS0116,6115.306557
VDS0017,VDS0117,6070.924184
VDS0017,VDS0118,12136.13066
VDS0018,VDS0005,6757.088059
VDS0018,VDS0006,6677.627267
VDS0018,VDS0007,4281.160588
VDS0018,VDS0008,4355.629128
VDS0018,VDS0009,7086.644876
VDS0018,VDS0010,7177.443911
VDS0018,VDS0011,2660.833956
VDS0018,VDS0012,2764.484331
VDS0018,VDS0013,4755.841849
VDS0018,VDS0014,4746.154756
VDS0018,VDS0015,732.7742924
VDS0018,VDS0016,644.8070165
VDS0018,VDS0017,1211.494484
VDS0018,VDS0018,0.0
VDS0018,VDS0019,223.5577711
VDS0018,VDS0020,1681.501378
VDS0018,VDS0021,1452.410879
VDS0018,VDS0022,1730.661383
VDS0018,VDS0023,1760.898298
VDS0018,VDS0024,1111.990236
VDS0018,VDS0025,1065.112089
VDS0018,VDS0026,1679.54514
VDS0018,VDS0027,1329.380462
VDS0018,VDS0028,4805.117991
VDS0018,VDS0029,3699.964977
VDS0018,VDS0030,2876.3986
VDS0018,VDS0031,2895.563992
VDS0018,VDS0032,4836.27647
VDS0018,VDS0033,4945.539162
VDS0018,VDS0034,3894.272974
VDS0018,VDS0035,3893.54883
VDS0018,VDS0036,5059.333
VDS0018,VDS0037,5124.037498
VDS0018,VDS0038,6697.738585
VDS0018,VDS0039,6753.500988
VDS0018,VDS0040,7363.180979
VDS0018,VDS0041,3788.226382
VDS0018,VDS0042,3831.319794
VDS0018,VDS0043,4247.615851
VDS0018,VDS0044,4277.639599
VDS0018,VDS0045,7433.071549
VDS0018,VDS0046,7258.306811
VDS0018,VDS0047,6008.296109
VDS0018,VDS0048,5850.677463
VDS0018,VDS0049,6243.514501
VDS0018,VDS0050,6281.544391
VDS0018,VDS0051,8354.909428
VDS0018,VDS0052,8441.657873
VDS0018,VDS0053,8952.440662
VDS0018,VDS0054,8945.895267
VDS0018,VDS0059,1653.112257
VDS0018,VDS0060,1526.137184
VDS0018,VDS0063,4345.730732
VDS0018,VDS0064,4293.651093
VDS0018,VDS0065,5127.831202
VDS0018,VDS0066,5175.286017
VDS0018,VDS0067,6453.507944
VDS0018,VDS0068,5937.792809
VDS0018,VDS0069,5996.504783
VDS0018,VDS0070,6783.03611
VDS0018,VDS0071,6176.407115
VDS0018,VDS0072,6180.521089
VDS0018,VDS0073,8638.332537
VDS0018,VDS0074,8409.888551
VDS0018,VDS0075,7425.963633
VDS0018,VDS0076,7465.689999
VDS0018,VDS0077,6938.490891
VDS0018,VDS0078,4519.684775
VDS0018,VDS0079,5333.526524
VDS0018,VDS0080,5371.897263
VDS0018,VDS0081,5861.975937
VDS0018,VDS0082,5813.516057
VDS0018,VDS0083,7082.587987
VDS0018,VDS0084,4729.137591
VDS0018,VDS0085,4677.305882
VDS0018,VDS0086,4174.470561
VDS0018,VDS0087,1936.093897
VDS0018,VDS0088,198.1484713
VDS0018,VDS0089,3517.523756
VDS0018,VDS0090,5963.13573
VDS0018,VDS0091,6048.604626
VDS0018,VDS0092,3421.881539
VDS0018,VDS0093,2908.590522
VDS0018,VDS0094,2844.105037
VDS0018,VDS0095,5140.002707
VDS0018,VDS0096,5090.611576
VDS0018,VDS0097,4348.409104
VDS0018,VDS0098,4316.020228
VDS0018,VDS0099,4685.776078
VDS0018,VDS0100,4688.847281
VDS0018,VDS0101,4048.058723
VDS0018,VDS0102,4037.132087
VDS0018,VDS0103,3047.302016
VDS0018,VDS0104,3091.851985
VDS0018,VDS0105,3743.760506
VDS0018,VDS0107,3901.804706
VDS0018,VDS0108,3888.067284
VDS0018,VDS0109,4491.647123
VDS0018,VDS0110,4529.769779
VDS0018,VDS0112,5126.950499
VDS0018,VDS0113,5128.769258
VDS0018,VDS0116,7323.06977
VDS0018,VDS0117,7278.523858
VDS0018,VDS0118,10993.63242
VDS0019,VDS0005,6973.143844
VDS0019,VDS0006,6893.475652
VDS0019,VDS0007,4393.769785
VDS0019,VDS0008,4457.437648
VDS0019,VDS0009,7006.893677
VDS0019,VDS0010,7098.381817
VDS0019,VDS0011,2674.737403
VDS0019,VDS0012,2776.688847
VDS0019,VDS0013,4640.382712
VDS0019,VDS0014,4636.032702
VDS0019,VDS0015,640.5103383
VDS0019,VDS0016,466.6160284
VDS0019,VDS0017,1414.822578
VDS0019,VDS0018,223.5577711
VDS0019,VDS0019,0.0
VDS0019,VDS0020,1471.126992
VDS0019,VDS0021,1237.033253
VDS0019,VDS0022,1911.731465
VDS0019,VDS0023,1938.671883
VDS0019,VDS0024,1244.516102
VDS0019,VDS0025,1168.744207
VDS0019,VDS0026,1462.409461
VDS0019,VDS0027,1118.59519
VDS0019,VDS0028,4585.385513
VDS0019,VDS0029,3477.772263
VDS0019,VDS0030,2655.226129
VDS0019,VDS0031,2673.333743
VDS0019,VDS0032,4616.462213
VDS0019,VDS0033,4725.558391
VDS0019,VDS0034,3724.789245
VDS0019,VDS0035,3721.262103
VDS0019,VDS0036,4843.906691
VDS0019,VDS0037,4908.77168
VDS0019,VDS0038,6477.884843
VDS0019,VDS0039,6533.607631
VDS0019,VDS0040,7142.296091
VDS0019,VDS0041,3737.35493
VDS0019,VDS0042,3777.122726
VDS0019,VDS0043,4152.122096
VDS0019,VDS0044,4179.977434
VDS0019,VDS0045,7539.47495
VDS0019,VDS0046,7367.321748
VDS0019,VDS0047,5931.4887
VDS0019,VDS0048,5767.906414
VDS0019,VDS0049,6112.68176
VDS0019,VDS0050,6150.534371
VDS0019,VDS0051,8152.434117
VDS0019,VDS0052,8240.499188
VDS0019,VDS0053,8752.96709
VDS0019,VDS0054,8746.312794
VDS0019,VDS0059,1742.53558
VDS0019,VDS0060,1618.741951
VDS0019,VDS0063,4149.223783
VDS0019,VDS0064,4096.042926
VDS0019,VDS0065,4916.978693
VDS0019,VDS0066,4964.55879
VDS0019,VDS0067,6238.288466
VDS0019,VDS0068,5714.257966
VDS0019,VDS0069,5772.949423
VDS0019,VDS0070,6559.531633
VDS0019,VDS0071,5960.50786
VDS0019,VDS0072,5964.217631
VDS0019,VDS0073,8426.241289
VDS0019,VDS0074,8198.559939
VDS0019,VDS0075,7221.251315
VDS0019,VDS0076,7261.18346
VDS0019,VDS0077,6734.093486
VDS0019,VDS0078,4311.736398
VDS0019,VDS0079,5153.575031
VDS0019,VDS0080,5192.972977
VDS0019,VDS0081,5687.577367
VDS0019,VDS0082,5639.185933
VDS0019,VDS0083,6940.426516
VDS0019,VDS0084,4585.920958
VDS0019,VDS0085,4532.251893
VDS0019,VDS0086,4029.600068
VDS0019,VDS0087,1923.161267
VDS0019,VDS0088,400.1244094
VDS0019,VDS0089,3383.838298
VDS0019,VDS0090,5928.890093
VDS0019,VDS0091,6015.526411
VDS0019,VDS0092,3492.88405
VDS0019,VDS0093,3098.874168
VDS0019,VDS0094,3035.74925
VDS0019,VDS0095,5363.292193
VDS0019,VDS0096,5313.926921
VDS0019,VDS0097,4571.321663
VDS0019,VDS0098,4539.198315
VDS0019,VDS0099,4900.846054
VDS0019,VDS0100,4904.966684
VDS0019,VDS0101,4209.728697
VDS0019,VDS0102,4196.74447
VDS0019,VDS0103,3181.552316
VDS0019,VDS0104,3224.377482
VDS0019,VDS0105,3874.542069
VDS0019,VDS0107,3965.886355
VDS0019,VDS0108,3950.672452
VDS0019,VDS0109,4565.377333
